text,font_size,is_bold,word_count,size_diff_from_prev,starts_with_pattern,y_position,is_centered,page_num,label,text_case_title,text_case_upper
.,1.384999999999991,False,1,-0.4598200000000361,False,0.42571041205272314,False,1,paragraph,False,False
S,3.0802400000000034,False,1,1.6952400000000125,False,0.4294556649446826,False,1,paragraph,False,True
ee,2.459760000000017,False,1,-0.6204799999999864,False,0.43320091783664205,False,1,paragraph,False,False
t,1.5401200000000017,False,1,-0.9196400000000153,False,0.4406914236205609,False,1,paragraph,False,False
h,2.769999999999982,False,1,1.22987999999998,False,0.44318825888186725,False,1,paragraph,False,False
e,2.459760000000017,False,1,-0.31023999999996477,False,0.4469335117738267,False,1,paragraph,False,False
FIGURE 1,8.5,False,2,6.040239999999983,False,0.44943034703513296,False,1,paragraph,False,True
". The Tumor Microenvironment. (Top left insert) Angiogenesis due to tumor cells releasing factors (ie, vascular endothelial growth factor",7.499900000000025,False,19,-1.000099999999975,False,0.4506787646657861,True,1,paragraph,False,False
T,3.384939999999972,False,1,-4.114960000000053,False,0.45192718229643924,False,1,paragraph,False,True
e,2.459760000000017,False,1,-0.9251799999999548,False,0.4556724351883987,False,1,paragraph,False,False
r,1.844820000000027,False,1,-0.61493999999999,False,0.458169270449705,False,1,paragraph,False,False
m,4.3101199999999835,False,1,2.4652999999999565,False,0.4606661057110113,False,1,paragraph,False,False
"[VEGF], bradykinin, prostaglandins [PGs], and nitric oxide [NO]) that stimulate the production of new blood vessels. (Top right insert) Tumor heterogene-",7.499900000000025,False,21,3.1897800000000416,False,0.46191452334166444,True,1,paragraph,False,False
s,2.1550599999999918,False,1,-5.344840000000033,False,0.466908193864277,False,1,paragraph,False,False
a,2.459760000000017,False,1,0.3047000000000253,False,0.47065344675623644,False,1,paragraph,False,False
ity as demonstrated by areas of tumor necrosis surrounded by viable tumor cells and areas of good and poor tumor perfusion. (Bottom left insert) An,7.499900000000025,False,25,5.040140000000008,False,0.47190186438688964,True,1,paragraph,False,False
nd,2.769999999999982,False,1,-4.729900000000043,False,0.4743986996481959,False,1,paragraph,False,False
"example of drug resistance in tumor cells due to the upregulation of multidrug resistance-associated protein pumps (MDRs), which are capable of C",7.499900000000025,False,22,4.729900000000043,False,0.4831376230627679,True,1,paragraph,False,False
ond,2.769999999999982,False,1,-4.729900000000043,False,0.4868828759547274,False,1,paragraph,False,False
extruding chemotherapeutic drugs out of the cell. (Bottom right insert) The enhanced permeability and retention due to the combined effect of “leaky”,7.499900000000025,False,22,4.729900000000043,False,0.4931249641079931,True,1,paragraph,False,False
iti,1.5401200000000017,False,1,-5.959780000000023,False,0.4981186346306057,False,1,paragraph,False,False
on,2.769999999999982,False,1,1.22987999999998,False,0.5031123051532183,False,1,paragraph,False,False
defective vascular architecture and poor tumor lymphatic drainage. This allows chemotherapeutic drugs to leave the vasculature and accumulate at the,7.499900000000025,False,20,4.729900000000043,False,0.5043607227838715,True,1,paragraph,False,False
s,2.1550599999999918,False,1,-5.344840000000033,False,0.5106028109371372,False,1,paragraph,False,False
site of the tumor. (,7.499900000000025,False,5,5.344840000000033,False,0.5143480638290966,True,1,paragraph,False,False
h,2.769999999999982,False,1,-4.729900000000043,False,0.5168448990904029,False,1,paragraph,False,False
tt,1.5401200000000017,False,1,-1.22987999999998,False,0.5205901519823624,False,1,paragraph,False,False
p,2.769999999999982,False,1,1.22987999999998,False,0.5243354048743218,False,1,paragraph,False,False
s,2.1550599999999918,False,1,-0.61493999999999,False,0.5280806577662812,False,1,paragraph,False,False
://,1.5401200000000017,False,1,-0.61493999999999,False,0.5305774930275875,False,1,paragraph,False,False
on,2.769999999999982,False,1,1.22987999999998,False,0.5355711635502001,False,1,paragraph,False,False
li,1.5401200000000017,False,1,-1.22987999999998,False,0.543061669334119,False,1,paragraph,False,False
n,2.769999999999982,False,1,1.22987999999998,False,0.5468069222260784,False,1,paragraph,False,False
e,2.459760000000017,False,1,-0.31023999999996477,False,0.5505521751180379,False,1,paragraph,False,False
li,1.5401200000000017,False,1,-0.9196400000000153,False,0.5530490103793442,False,1,paragraph,False,False
b,2.769999999999982,False,1,1.22987999999998,False,0.5567942632713037,False,1,paragraph,False,False
r,1.844820000000027,False,1,-0.9251799999999548,False,0.560539516163263,False,1,paragraph,False,False
a,2.459760000000017,False,1,0.61493999999999,False,0.5630363514245693,False,1,paragraph,False,False
r,1.844820000000027,False,1,-0.61493999999999,False,0.5667816043165288,False,1,paragraph,False,False
y,2.769999999999982,False,1,0.9251799999999548,False,0.5680300219471819,False,1,paragraph,False,False
.,1.384999999999991,False,1,-1.384999999999991,False,0.5717752748391414,False,1,paragraph,False,False
"these regions, which reduces the extravasation of drugs ments are being designed to specifically target cancer stem",10.000099999999975,False,17,8.615099999999984,False,0.5730236924697946,True,1,paragraph,False,False
w,3.9998800000000188,False,1,-6.000219999999956,False,0.5742721101004477,False,1,paragraph,False,False
il,1.5401200000000017,False,1,-2.459760000000017,False,0.5792657806230602,False,1,paragraph,False,False
e,2.459760000000017,False,1,0.9196400000000153,False,0.5830110335150197,False,1,paragraph,False,False
y,2.769999999999982,False,1,0.31023999999996477,False,0.585507868776326,False,1,paragraph,False,False
"from the vasculature given the surrounding high interstitial cells, which are now believed to be the critical therapeutic .",10.000099999999975,False,19,7.230099999999993,False,0.5892531216682855,True,1,paragraph,False,False
c,2.459760000000017,False,1,-7.540339999999958,False,0.5905015392989386,False,1,paragraph,False,False
o,2.769999999999982,False,1,0.31023999999996477,False,0.594246792190898,False,1,paragraph,False,False
m,4.3101199999999835,False,1,1.5401200000000017,False,0.5967436274522043,False,1,paragraph,False,False
/t,1.5401200000000017,False,1,-2.769999999999982,False,0.6029857156054701,False,1,paragraph,False,False
"pressure. In addition, the reduction of available oxygen due target. The destruction of these cells will permanently erad-",10.000099999999975,False,18,8.459979999999973,False,0.6054825508667764,True,1,paragraph,False,False
e,2.459760000000017,False,1,-7.540339999999958,False,0.6067309684974295,False,1,paragraph,False,False
r,1.844820000000027,False,1,-0.61493999999999,False,0.6092278037587358,False,1,paragraph,False,False
m,4.3101199999999835,False,1,2.4652999999999565,False,0.611724639020042,False,1,paragraph,False,False
s,2.1550599999999918,False,1,-2.1550599999999918,False,0.6167183095426547,False,1,paragraph,False,False
-,1.844820000000027,False,1,-0.31023999999996477,False,0.6204635624346141,False,1,paragraph,False,False
"to the lack of vasculature results in an acidic icate cancer cells, thereby preventing local recurrence and a",10.000099999999975,False,18,8.155279999999948,False,0.6217119800652673,True,1,paragraph,False,False
nd,2.769999999999982,False,1,-7.230099999999993,False,0.6254572329572267,False,1,paragraph,False,False
-,1.844820000000027,False,1,-0.9251799999999548,False,0.6316993211104924,False,1,paragraph,False,False
c,2.459760000000017,False,1,0.61493999999999,False,0.6341961563717987,False,1,paragraph,False,False
6,6.665999999999997,False,1,4.20623999999998,False,0.6354445740024519,True,1,paragraph,False,False
"microenvironment from the buildup of lactic acid via metastasis. In addition, the microenvironment around the ond",10.000099999999975,False,16,3.334099999999978,False,0.6379414092637582,True,1,paragraph,False,False
iti,1.5401200000000017,False,1,-8.459979999999973,False,0.6479287503089833,False,1,paragraph,False,False
"anaerobic glycolysis, which, in turn, confers resistance cancer stem cells has also been shown to provide signals to on",10.000099999999975,False,19,8.459979999999973,False,0.6541708384622491,True,1,paragraph,False,False
s,2.1550599999999918,False,1,-7.845039999999983,False,0.6604129266155149,False,1,paragraph,False,False
),1.844820000000027,False,1,-0.31023999999996477,False,0.6629097618768212,False,1,paragraph,False,False
on,2.769999999999982,False,1,0.9251799999999548,False,0.6679034323994337,False,1,paragraph,False,False
"against basic drugs that are ionized thereby preventing their control their proliferation and other cell-fate decisions,",10.000099999999975,False,16,7.230099999999993,False,0.67040026766074,True,1,paragraph,False,False
W,5.229759999999999,False,1,-4.770339999999976,False,0.6766423558140058,False,1,paragraph,False,True
il,1.5401200000000017,False,1,-3.689639999999997,False,0.6828844439672714,False,1,paragraph,False,False
"diffusion across the cell membrane. Taken together, these thereby enabling tumors to express their full neoplastic e",10.000100000000003,False,17,8.459980000000002,False,0.6866296968592309,True,1,paragraph,False,False
y,2.7700000000000102,False,1,-7.230099999999993,False,0.6891265321205372,False,1,paragraph,False,False
O,3.9998799999999903,False,1,1.22987999999998,False,0.6941202026431498,False,1,paragraph,False,True
n,2.7700000000000102,False,1,-1.22987999999998,False,0.6991138731657623,False,1,paragraph,False,False
"factors likely account for the noncellular mechanisms of phenotype. Hence, strategies to manipulate the nonmalig- li",10.000100000000003,False,16,7.230099999999993,False,0.7028591260577218,True,1,paragraph,False,False
n,2.7700000000000102,False,1,-7.230099999999993,False,0.7066043789496813,False,1,paragraph,False,False
e,2.4597599999999886,False,1,-0.3102400000000216,False,0.7103496318416407,False,1,paragraph,False,False
L,3.3849400000000003,False,1,0.9251800000000117,False,0.7153433023642533,False,1,paragraph,False,True
drug resistance. nant cells in the microenvironment may provide another i,10.000100000000003,False,11,6.615160000000003,False,0.7190885552562127,True,1,paragraph,False,False
b,2.7700000000000102,False,1,-7.230099999999993,False,0.721585390517519,False,1,paragraph,False,False
r,1.8448199999999986,False,1,-0.9251800000000117,False,0.7253306434094785,False,1,paragraph,False,False
a,2.4597599999999886,False,1,0.61493999999999,False,0.7265790610401316,False,1,paragraph,False,False
r,1.8448199999999986,False,1,-0.61493999999999,False,0.7303243139320911,False,1,paragraph,False,False
y,2.7700000000000102,False,1,0.9251800000000117,False,0.7328211491933974,False,1,paragraph,False,False
Recent studies have now shown that there are 2 distinct option for treating and/or controlling the evolution and,10.000100000000003,False,18,7.230099999999993,False,0.7353179844547036,True,1,paragraph,False,False
f,1.8448199999999986,False,1,-8.155280000000005,False,0.7378148197160099,False,1,paragraph,False,False
o,2.7700000000000102,False,1,0.9251800000000117,False,0.7403116549773162,False,1,paragraph,False,False
r,1.8448199999999986,False,1,-0.9251800000000117,False,0.7440569078692757,False,1,paragraph,False,False
r,1.8448199999999986,False,1,0.0,False,0.7478021607612352,False,1,paragraph,False,False
u,2.7700000000000102,False,1,0.9251800000000117,False,0.7502989960225415,False,1,paragraph,False,False
populations of cells within a tumor: a small rare and quies- neoplastic nature of cancer. One such target is tumor-,10.000100000000003,False,20,7.230099999999993,False,0.7515474136531946,True,1,paragraph,False,False
l,1.5401200000000017,False,1,-8.459980000000002,False,0.7527958312838477,False,1,paragraph,False,False
e,2.4597599999999886,False,1,0.9196399999999869,False,0.755292666545154,False,1,paragraph,False,False
s,2.1550599999999918,False,1,-0.30469999999999686,False,0.7577895018064603,False,1,paragraph,False,False
o,2.7700000000000102,False,1,0.6149400000000185,False,0.7627831723290729,False,1,paragraph,False,False
f,1.8448199999999986,False,1,-0.9251800000000117,False,0.7665284252210324,False,1,paragraph,False,False
"cent population known as cancer stem cells, and another associated macrophages (TAMs), which are recruited to",10.000100000000003,False,16,8.155280000000005,False,0.7677768428516855,True,1,paragraph,False,False
u,2.7700000000000102,False,1,-7.230099999999993,False,0.7702736781129917,False,1,paragraph,False,False
s,2.1550599999999918,False,1,-0.6149400000000185,False,0.7740189310049512,False,1,paragraph,False,False
e,2.4597599999999886,False,1,0.30469999999999686,False,0.7765157662662575,False,1,paragraph,False,False
;,1.5401200000000017,False,1,-0.9196399999999869,False,0.7790126015275638,False,1,paragraph,False,False
OA,3.9998799999999903,False,1,2.4597599999999886,False,0.7827578544195233,False,1,paragraph,False,True
"larger population of rapidly proliferating cells that forms tumors by growth factors and chemokines (ie, colony-",10.000100000000003,False,16,6.000220000000013,False,0.7840062720501764,True,1,paragraph,False,False
a,2.4597599999999886,False,1,-7.540340000000015,False,0.7952420307260547,False,1,paragraph,False,False
7 r,6.665999999999997,False,2,4.206240000000008,False,0.797738865987361,False,1,paragraph,False,False
the majority of the tumor mass. While noncancer stem cells stimulating factor-1) produced by the tumor cells. ti,10.000100000000003,False,18,3.3341000000000065,False,0.8002357012486673,True,1,paragraph,False,False
c,2.4597599999999886,False,1,-7.540340000000015,False,0.8039809541406268,False,1,paragraph,False,False
l,1.5401200000000017,False,1,-0.9196399999999869,False,0.806477789401933,False,1,paragraph,False,False
e,2.4597599999999886,False,1,0.9196399999999869,False,0.8089746246632393,False,1,paragraph,False,False
s,2.1550599999999918,False,1,-0.30469999999999686,False,0.8114714599245456,False,1,paragraph,False,False
"do not have the capacity to self-sustain or metastasize, TAMs are found in abundance in the stroma of solid a",10.000100000000003,False,20,7.845040000000012,False,0.8164651304471582,True,1,paragraph,False,False
r,1.8448199999999986,False,1,-8.155280000000005,False,0.8189619657084645,False,1,paragraph,False,False
e,2.4597599999999886,False,1,0.61493999999999,False,0.8214588009697708,False,1,paragraph,False,False
gov,2.7700000000000102,False,1,0.3102400000000216,False,0.8264524714923834,False,1,paragraph,False,False
cancer stem cells not only have the ability to regenerate tumors and have been shown to enhance tumor progression,10.000100000000018,False,19,7.230100000000007,False,0.8326945596456491,True,1,paragraph,False,False
e,2.4597599999999886,False,1,-7.540340000000029,False,0.8364398125376086,False,1,paragraph,False,False
r,1.8448199999999986,False,1,-0.61493999999999,False,0.8401850654295681,False,1,paragraph,False,False
n,2.769999999999996,False,1,0.9251799999999974,False,0.8426819006908743,False,1,paragraph,False,False
e,2.459760000000003,False,1,-0.3102399999999932,False,0.8464271535828337,False,1,paragraph,False,False
"the tumor but also retain their genetic programs for cell by promoting tumor invasion, migration, and angiogene- d",10.000100000000003,False,18,7.5403400000000005,False,0.84892398884414,True,1,paragraph,False,False
by,2.769999999999996,False,1,-7.230100000000007,False,0.8539176593667527,False,1,paragraph,False,False
8 t,6.666000000000011,False,2,3.896000000000015,False,0.8626565827813246,False,1,paragraph,False,False
"migration (ie, invasion and metastasis) and self-protection. sis. This is supported by the good correlation noted h",10.000100000000003,False,17,3.3340999999999923,False,0.8651534180426309,True,1,paragraph,False,False
e,2.459760000000003,False,1,-7.5403400000000005,False,0.8676502533039373,False,1,paragraph,False,False
a,2.459760000000003,False,1,0.0,False,0.8726439238265499,False,1,paragraph,False,False
pp,2.769999999999996,False,1,0.3102399999999932,False,0.8763891767185092,False,1,paragraph,False,False
9,6.666000000000011,False,1,3.896000000000015,False,0.8788860119798155,False,1,paragraph,False,False
Because most therapeutic treatments mainly target between high TAM infiltration and poor patient outcome.,10.000100000000003,False,14,3.3340999999999923,False,0.8813828472411218,True,1,paragraph,False,False
li,1.5401200000000017,False,1,-8.459980000000002,False,0.882631264871775,False,1,paragraph,False,False
ca,2.459760000000003,False,1,0.9196400000000011,False,0.8863765177637345,False,1,paragraph,False,False
b,2.769999999999996,False,1,0.3102399999999932,False,0.8926186059170002,False,1,paragraph,False,False
l,1.5401200000000017,False,1,-1.2298799999999943,False,0.8963638588089596,False,1,paragraph,False,False
"noncancer stem cells, this leaves the cancer stem cells Inside cancer cells, there are biochemical and metabolic",10.000100000000003,False,17,8.459980000000002,False,0.8976122764396128,True,1,paragraph,False,False
e,2.459760000000003,False,1,-7.5403400000000005,False,0.8988606940702659,False,1,paragraph,False,False
C,3.6951799999999935,False,1,1.2354199999999906,False,0.9026059469622254,False,1,paragraph,False,True
r,1.8448199999999986,False,1,-1.850359999999995,False,0.907599617484838,False,1,paragraph,False,False
ea,2.459760000000003,False,1,0.6149400000000043,False,0.9100964527461443,False,1,paragraph,False,False
"behind, which can then regenerate the tumor explaining changes resulting in alterations in enzyme activity, apoptosis",10.000099999999996,False,16,7.540339999999993,False,0.9138417056381037,True,1,paragraph,False,False
ti,1.5401200000000017,False,1,-8.459979999999995,False,0.91633854089941,False,1,paragraph,False,False
v,2.770000000000003,False,1,1.2298800000000014,False,0.9200837937913694,False,1,paragraph,False,False
e,2.459760000000003,False,1,-0.3102400000000003,False,0.9238290466833289,False,1,paragraph,False,False
C,3.6951800000000006,False,1,1.2354199999999977,False,0.9288227172059415,False,1,paragraph,False,True
"why tumors often recur after treatment. Hence, new treat- regulation, and intracellular and extracellular transport",10.000099999999996,False,15,6.304919999999996,False,0.9300711348365946,True,1,paragraph,False,False
o,2.770000000000003,False,1,-7.230099999999993,False,0.9325679700979009,False,1,paragraph,False,False
mm,4.310119999999998,False,1,1.5401199999999946,False,0.9363132229898603,False,1,paragraph,False,False
on,2.770000000000003,False,1,-1.5401199999999946,False,0.9475489816657386,False,1,paragraph,False,False
s,2.155059999999999,False,1,-0.6149400000000043,False,0.9537910698190044,False,1,paragraph,False,False
396 L,7.9999,False,2,5.844840000000001,False,0.958784740341617,True,1,paragraph,False,True
CA:ACancerJournal forClinicians,6.0001,False,2,-1.9998000000000005,False,0.9612815756029233,False,1,paragraph,False,False
i,1.5401200000000017,False,1,-4.459979999999998,False,0.9625299932335765,False,1,paragraph,False,False
ce,2.4597599999999993,False,1,0.9196399999999976,False,0.9650268284948827,False,1,paragraph,False,False
n,2.7699999999999996,False,1,0.3102400000000003,False,0.9712689166481484,False,1,paragraph,False,False
s,2.155059999999999,False,1,-0.6149400000000007,False,0.9737657519094548,False,1,paragraph,False,False
e,2.4597599999999993,False,1,0.3047000000000004,False,0.9762625871707611,False,1,paragraph,False,False
15424863,2.769999999999982,False,1,0.31023999999998253,False,0.021223099721103502,False,2,paragraph,False,False
"CA CANCER J CLIN 2013;63:395–418 ,",6.999900000000025,False,6,4.229900000000043,False,0.04993670522612589,False,2,paragraph,False,True
2013,2.769999999999982,False,1,-4.229900000000043,False,0.05243354048743218,False,2,paragraph,False,False
",",1.384999999999991,False,1,-1.384999999999991,False,0.0661661344246168,False,2,paragraph,False,False
6,2.769999999999982,False,1,1.384999999999991,False,0.06991138731657624,False,2,paragraph,False,False
",",1.384999999999991,False,1,-1.384999999999991,False,0.07365664020853568,False,2,paragraph,False,False
D,3.999879999999962,False,1,2.614879999999971,False,0.07740189310049513,False,2,paragraph,False,True
o,2.769999999999982,False,1,-1.22987999999998,False,0.08239556362310771,False,2,paragraph,False,False
w,3.999879999999962,False,1,1.22987999999998,False,0.08489239888441401,False,2,paragraph,False,False
n,2.769999999999982,False,1,-1.22987999999998,False,0.08988606940702659,False,2,paragraph,False,False
"mechanisms, all of which contribute to the cellular mecha- materials (ie, carbon nanotubes), and inorganic nanoparti-",10.000100000000089,False,16,7.230100000000107,False,0.09113448703767973,True,2,paragraph,False,False
l,1.5401200000000017,False,1,-8.459980000000087,False,0.09363132229898603,False,2,paragraph,False,False
o,2.769999999999982,False,1,1.22987999999998,False,0.09612815756029233,False,2,paragraph,False,False
a,2.45975999999996,False,1,-0.3102400000000216,False,0.09987341045225177,False,2,paragraph,False,False
d,2.769999999999982,False,1,0.3102400000000216,False,0.10237024571355806,False,2,paragraph,False,False
e,2.45975999999996,False,1,-0.3102400000000216,False,0.1061154986055175,False,2,paragraph,False,False
"nisms of drug resistance. Perhaps the most significant cles (ie, those based on metals, metal oxides, and metal",10.000100000000089,False,18,7.540340000000128,False,0.10736391623617066,True,2,paragraph,False,False
d,2.769999999999982,False,1,-7.230100000000107,False,0.1086123338668238,False,2,paragraph,False,False
fr,1.844820000000027,False,1,-0.9251799999999548,False,0.11360600438943638,False,2,paragraph,False,False
o,2.769999999999982,False,1,0.9251799999999548,False,0.11859967491204898,False,2,paragraph,False,False
example is the upregulation of the multidrug resistance- m,10.000100000000089,False,9,7.230100000000107,False,0.12234492780400842,True,2,paragraph,False,False
"sulfides), which also include semiconductor nanoparticles",10.000100000000089,False,6,0.0,False,0.12359334543466156,False,2,paragraph,False,False
h,2.769999999999982,False,1,-7.230100000000107,False,0.1298354335879273,False,2,paragraph,False,False
tt,1.5401200000000017,False,1,-1.22987999999998,False,0.1323322688492336,False,2,paragraph,False,False
p,2.769999999999982,False,1,1.22987999999998,False,0.13607752174119303,False,2,paragraph,False,False
"associated protein pumps, also known as P-glycoprotein,",10.000100000000089,False,7,7.230100000000107,False,0.13857435700249934,False,2,paragraph,False,False
"(ie, quantum dots [QDs]). Depending on the composition, s",10.000100000000089,False,9,0.0,False,0.13982277463315249,False,2,paragraph,False,False
://,1.5401200000000017,False,1,-8.459980000000087,False,0.14231960989445877,False,2,paragraph,False,False
ac,2.45975999999996,False,1,0.9196399999999585,False,0.1485616980477245,False,2,paragraph,False,False
which is an ATP-binding cassette transporter that is s,10.000100000000089,False,9,7.540340000000128,False,0.15480378620099025,True,2,paragraph,False,False
their interaction with cells will be quite different.,10.000100000000089,False,8,0.0,False,0.1560522038316434,False,2,paragraph,False,False
j,1.5401200000000017,False,1,-8.459980000000087,False,0.15730062146229654,False,2,paragraph,False,False
ou,2.769999999999982,False,1,1.22987999999998,False,0.15979745672360282,False,2,paragraph,False,False
r,1.844820000000027,False,1,-0.9251799999999548,False,0.16603954487686856,False,2,paragraph,False,False
n,2.769999999999982,False,1,0.9251799999999548,False,0.16853638013817487,False,2,paragraph,False,False
capable of extruding several chemotherapeutic drugs across,10.000100000000089,False,7,7.230100000000107,False,0.17103321539948116,False,2,paragraph,False,False
This review article will discuss how nanoparticles are a,10.000100000000089,False,9,0.0,False,0.1722816330301343,False,2,paragraph,False,False
l,1.5401200000000017,False,1,-8.459980000000087,False,0.1747784682914406,False,2,paragraph,False,False
s,2.1550600000000486,False,1,0.6149400000000469,False,0.1772753035527469,False,2,paragraph,False,False
.,1.384999999999991,False,1,-0.7700600000000577,False,0.17977213881405318,False,2,paragraph,False,False
on,2.769999999999982,False,1,1.384999999999991,False,0.18102055644470633,False,2,paragraph,False,False
"the plasma membrane and out of the cell, thereby reducing",10.000100000000089,False,10,7.230100000000107,False,0.18726264459797207,False,2,paragraph,False,False
able to function as carriers for chemotherapeutic drugs to li,10.000100000000089,False,10,0.0,False,0.1885110622286252,False,2,paragraph,False,False
n,2.769999999999982,False,1,-7.230100000000107,False,0.19225631512058466,False,2,paragraph,False,False
e,2.45975999999996,False,1,-0.3102400000000216,False,0.1960015680125441,False,2,paragraph,False,False
li,1.5401200000000017,False,1,-0.9196399999999585,False,0.1984984032738504,False,2,paragraph,False,False
b,2.769999999999982,False,1,1.22987999999998,False,0.20224365616580983,False,2,paragraph,False,False
"the drug-target interaction. Furthermore, the full therapeutic",10.000100000000089,False,7,7.230100000000107,False,0.20349207379646297,False,2,paragraph,False,False
increase their therapeutic index; how they can function as,10.000100000000089,False,9,0.0,False,0.20474049142711612,False,2,paragraph,False,False
r,1.844820000000027,False,1,-8.155280000000062,False,0.2059889090577693,False,2,paragraph,False,False
a,2.45975999999996,False,1,0.6149399999999332,False,0.20848574431907557,False,2,paragraph,False,False
r,1.844820000000027,False,1,-0.6149399999999332,False,0.21098257958038186,False,2,paragraph,False,False
y,2.769999999999982,False,1,0.9251799999999548,False,0.21347941484168817,False,2,paragraph,False,False
.,1.384999999999991,False,1,-1.384999999999991,False,0.2172246677336476,False,2,paragraph,False,False
w,3.999879999999962,False,1,2.614879999999971,False,0.21847308536430074,False,2,paragraph,False,False
benefit of many chemotherapeutic drugs is limited by their,10.000100000000089,False,9,6.000220000000127,False,0.21972150299495388,False,2,paragraph,False,False
"therapeutic agents in photodynamic, gene, and thermal",10.000100000000089,False,7,0.0,False,0.22096992062560705,False,2,paragraph,False,False
il,1.5401200000000017,False,1,-8.459980000000087,False,0.22346675588691334,False,2,paragraph,False,False
e,2.45975999999996,False,1,0.9196399999999585,False,0.22721200877887276,False,2,paragraph,False,False
y,2.769999999999982,False,1,0.3102400000000216,False,0.23095726167083222,False,2,paragraph,False,False
.,1.384999999999991,False,1,-1.384999999999991,False,0.23470251456279165,False,2,paragraph,False,False
"nonspecific systemic biodistribution, which results in systemic c",10.000100000000089,False,8,8.615100000000098,False,0.23595093219344482,True,2,paragraph,False,False
therapy; and how nanoparticles can be used as molecular,10.000100000000089,False,9,0.0,False,0.23719934982409796,False,2,paragraph,False,False
o,2.769999999999982,False,1,-7.230100000000107,False,0.2384477674547511,False,2,paragraph,False,False
m,4.3101199999999835,False,1,1.5401200000000017,False,0.24219302034671053,False,2,paragraph,False,False
/,1.5401200000000017,False,1,-2.769999999999982,False,0.24843510849997627,False,2,paragraph,False,False
do,2.769999999999982,False,1,1.22987999999998,False,0.2496835261306294,False,2,paragraph,False,False
cytotoxicity and lower concentrations of drug delivered,10.000100000000089,False,7,7.230100000000107,False,0.2509319437612826,False,2,paragraph,False,False
imaging agents to detect and monitor cancer progression.,10.000100000000089,False,8,0.0,False,0.25342877902258887,False,2,paragraph,False,False
i/,1.5401200000000017,False,1,-8.459980000000087,False,0.2571740319145483,False,2,paragraph,False,False
10,2.769999999999982,False,1,1.22987999999998,False,0.2609192848065077,False,2,paragraph,False,False
10,6.66599999999994,False,1,3.895999999999958,False,0.2646645376984672,False,2,paragraph,False,False
directly to the tumor. .,10.000100000000089,False,5,3.3341000000001486,False,0.2671613729597735,True,2,paragraph,False,False
3322,2.769999999999982,False,1,-7.230100000000107,False,0.2696582082210798,False,2,paragraph,False,False
Current research has therefore focused on developing /,10.000100000000089,False,8,7.230100000000107,False,0.2833908021582644,True,2,paragraph,False,False
Nanoparticles as Carriers for Drug Delivery caac,11.999900000000025,False,7,1.9997999999999365,False,0.28463921978891754,False,2,paragraph,False,False
.,1.384999999999991,False,1,-10.614900000000034,False,0.297123396095449,False,2,paragraph,False,False
21199,2.769999999999982,False,1,1.384999999999991,False,0.29837181372610216,False,2,paragraph,False,False
more efficient local drug delivery or drug-targeted therapies,10.000100000000089,False,8,7.230100000000107,False,0.2996202313567553,False,2,paragraph,False,False
Drug delivery is one of the major areas in which nanotech-,10.000100000000089,False,11,0.0,False,0.305862319510021,False,2,paragraph,False,False
"to overcome these obstacles. New therapies are being ,",10.000100000000089,False,9,0.0,False,0.3158496605552462,True,2,paragraph,False,False
W,5.229760000000056,False,1,-4.770340000000033,False,0.31959491344720564,False,2,paragraph,False,True
nology is helping revolutionize the treatment of cancer.,10.000100000000089,False,8,4.770340000000033,False,0.322091748708512,False,2,paragraph,False,False
il,1.5401200000000017,False,1,-8.459980000000087,False,0.3258370016004714,False,2,paragraph,False,False
e,2.45975999999996,False,1,0.9196399999999585,False,0.32958225449243084,False,2,paragraph,False,False
designed to deliver chemotherapeutic drugs to the tumor,10.000100000000089,False,8,7.540340000000128,False,0.3320790897537371,False,2,paragraph,False,False
y,2.769999999999982,False,1,-7.230100000000107,False,0.33332750738439026,False,2,paragraph,False,False
Nanoscale complexes currently being developed consist of 2 O,10.000100000000089,False,9,7.230100000000107,False,0.3383211779070029,False,2,paragraph,False,False
n,2.769999999999982,False,1,-7.230100000000107,False,0.34331484842961546,False,2,paragraph,False,False
li,1.5401200000000017,False,1,-1.22987999999998,False,0.3470601013215749,False,2,paragraph,False,False
at higher concentrations with minimal damage to normal,10.000100000000089,False,8,8.459980000000087,False,0.34830851895222803,False,2,paragraph,False,False
n,2.769999999999982,False,1,-7.230100000000107,False,0.3508053542135343,False,2,paragraph,False,False
"main components: the nanoparticle itself, which is used as e",10.000099999999975,False,10,7.230099999999993,False,0.3545506071054938,False,2,paragraph,False,False
L,3.384939999999972,False,1,-6.615160000000003,False,0.3582958599974532,False,2,paragraph,False,True
tissues. Examples include drugs conjugated with monoclonal i,10.000099999999975,False,8,6.615160000000003,False,0.3632895305200658,True,2,paragraph,False,False
b,2.769999999999982,False,1,-7.230099999999993,False,0.36453794815071894,False,2,paragraph,False,False
11 r,6.665999999999997,False,2,3.896000000000015,False,0.3682832010426784,False,2,paragraph,False,False
"the carrier agent, and the chemotherapeutic drug. The a",10.000099999999975,False,9,3.334099999999978,False,0.3707800363039847,False,2,paragraph,False,False
r,1.844820000000027,False,1,-8.155279999999948,False,0.373276871565291,False,2,paragraph,False,False
y,2.769999999999982,False,1,0.9251799999999548,False,0.3757737068265973,False,2,paragraph,False,False
antibodies that bind to molecular targets that are solely,10.000099999999975,False,9,7.230099999999993,False,0.3795189597185567,False,2,paragraph,False,False
on,2.769999999999982,False,1,-7.230099999999993,False,0.38076737734920985,False,2,paragraph,False,False
